"ofabrico_sgp","ofabrico","encomenda","prf","cliente","cliente_nome","encomenda_sgp","prf_sgp","cliente_cod_sgp","cliente_nome_sgp"
634,"OFF-E0121/00715","EEF-E012111/00301","PRF-E0121/00301","100303","MEDIANE SARL","EEF-E012111/00301","PRF-E0121/00301",100303,"MEDIANE"
635,"OFF-E0121/00718","EEF-E012110/00277","PRF-E0121/00277","100243","PESQUISUAVE, LDA","EEF-E012110/00277","PRF-E0121/00277",100243,"PESQUISUAVE, LDA"
636,"OFF-E0121/00716","EEF-E012111/00310","PRF-E0121/00310","100444","MADAR GROUP MISR CHEMICALS S.A.E","EEF-E012111/00310","PRF-E0121/00310",100444,"MADAR GROUP MISR CHEMICALS S.A.E"
637,"OFF-E0121/00717","EEF-E012111/00300","PRF-E0121/00300","100303","MEDIANE SARL","EEF-E012111/00300","PRF-E0121/00300",100303,"MEDIANE"
638,"OFF-E0121/00719","EEF-E012111/00311","PRF-E0121/00311","100479","Drylock Technologies sro","EEF-E012111/00311","PRF-E0121/00311",100479,"Drylock Technologies sro"
639,"OFF-E0121/00720","EEF-E012111/00308","PRF-E0121/00308","100228","Société d'Articles Hygiéniques","EEF-E012111/00308","PRF-E0121/00308",100228,"SAH"
640,"OFF-E0121/00723","EEF-E012111/00308","PRF-E0121/00308","100228","Société d'Articles Hygiéniques","EEF-E012111/00308","PRF-E0121/00308",100228,"SAH"
641,"OFF-E0121/00724","EEF-E012110/00283","PRF-E0121/00283","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012110/00283","PRF-E0121/00283",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
642,"OFF-E0121/00701","EEF-E012110/00284","PRF-E0121/00284","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012110/00284","PRF-E0121/00284",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
643,"OFF-E0121/00726","EEF-E012111/00302","PRF-E0121/00302","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012111/00302","PRF-E0121/00302",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
644,"OFF-E0121/00722","EEF-E012112/00315","PRF-E0121/00315","100563","BV Trading SA","EEF-E012112/00315","PRF-E0121/00315",100563,"BV Trading SA"
648,"OFF-E0121/00725","EEF-E012111/00312","PRF-E0121/00312","100593","Active Medical Iberica, SL","EEF-E012111/00312","PRF-E0121/00312",100593,"Active Medical Iberica, SL"
649,NULL,NULL,NULL,NULL,NULL,"EEF-E012103/00072","PRF-E0121/00072",100234,"Novatis"
650,"OFF-E0121/00711","EEF-E012103/00073","PRF-E0121/00073","100234","NOVATIS S.A.","EEF-E012103/00073","PRF-E0121/00073",100234,"Novatis"
651,"OFF-E0121/00730","EEF-E012103/00074","PRF-E0121/00074","100234","NOVATIS S.A.","EEF-E012103/00074","PRF-E0121/00074",100234,"Novatis"
652,"OFF-E0121/00731","EEF-E012103/00075","PRF-E0121/00075","100234","NOVATIS S.A.","EEF-E012103/00075","PRF-E0121/00075",100234,"Novatis"
653,"OFF-E0121/00544","EEF-E012111/00309","PRF-E0121/00309","100563","BV Trading SA","EEF-E012111/00309","PRF-E0121/00309",100563,"BV Trading SA"
656,"OFF-E0121/00734","EEF-E012111/00293","PRF-E0121/00293","100269","CAN HYGIENE SPA","EEF-E012111/00293","PRF-E0121/00293",100269,"CAN HYGIENE"
657,"OFF-E0121/00733","EEF-E012111/00294","PRF-E0121/00294","100269","CAN HYGIENE SPA","EEF-E012111/00294","PRF-E0121/00294",100269,"CAN HYGIENE"
658,"OFF-E0121/00736","EEF-E012111/00295","PRF-E0121/00295","100269","CAN HYGIENE SPA","EEF-E012111/00295","PRF-E0121/00295",100269,"CAN HYGIENE"
659,"OFF-E0121/00737","EEF-E012111/00296","PRF-E0121/00296","100269","CAN HYGIENE SPA","EEF-E012111/00296","PRF-E0121/00296",100269,"CAN HYGIENE"
662,"OFF-E0121/00738","EEF-E012110/00286"," ","100261","EURL EL GHAZOU","EEF-E012110/00286","PRF-E0121/00286",100261,"EURL EL GHAZOU"
663,"OFF-E0121/00732","EEF-E012112/00319","PRF-E0121/00319","100563","BV Trading SA","EEF-E012112/00319","PRF-E0121/00319",100563,"BV Trading SA"
664,"OFF-E0121/00739","EEF-E012111/00297","PRF-E0121/00297","100267","MEGA DISPOSABLES S.A.","EEF-E012111/00297","PRF-E0121/00297",100267,"MEGA DISPOSABLES S.A."
665,"OFF-E0121/00740","EEF-E012111/00298","PRF-E0121/00298","100267","MEGA DISPOSABLES S.A.","EEF-E012111/00298","PRF-E0121/00298",100267,"MEGA DISPOSABLES S.A."
666,"OFF-E0121/00744","EEF-E012112/00320","PRF-E0121/00320","100338","Pozzani Disposables S.p.A.","EEF-E012112/00320","PRF-E0121/00320",100338,"Pozzani Disposables S.p.A."
667,"OFF-E0121/00745","EEF-E012111/00303","PRF-E0121/00303","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012111/00303","PRF-E0121/00303",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
668,"OFF-E0121/00746","EEF-E012111/00304","PRF-E0121/00304","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012111/00304","PRF-E0121/00304",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
669,"OFF-E0121/00747","EEF-E012111/00305","PRF-E0121/00305","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012111/00305","PRF-E0121/00305",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
672,"OFF-E0121/00733","EEF-E012111/00294","PRF-E0121/00294","100269","CAN HYGIENE SPA","EEF-E012111/00294","PRF-E0121/00294",100269,"CAN HYGIENE"
673,"OFF-E0122/00002","EEF-E012112/00325","PRF-E0121/00325","100269","CAN HYGIENE SPA","EEF-E012112/00325","PRF-E0121/00325",100269,"CAN HYGIENE"
674,"OFF-E0122/00003","EEF-E012112/00326","PRF-E0121/00326","100269","CAN HYGIENE SPA","EEF-E012112/00326","PRF-E0121/00326",100269,"CAN HYGIENE"
675,"OFF-E0122/00004","EEF-E012112/00316","PRF-E0121/00316","100228","Société d'Articles Hygiéniques","EEF-E012112/00316","PRF-E0121/00316",100228,"SAH"
679,"OFF-E0122/00006","EEF-E012112/00317","PRF-E0121/00317","100466","Drylock Technologies Ltd","EEF-E012112/00317","PRF-E0121/00317",100466,"Drylock Technologies Ltd"
680,"OFF-E0122/00005","EEF-E012112/00318","PRF-E0121/00318","100466","Drylock Technologies Ltd","EEF-E012112/00318","PRF-E0121/00318",100466,"Drylock Technologies Ltd"
684,"OFF-E0121/00732","EEF-E012201/00110","PRF-E0122/00110","100563","BV Trading SA","EEF-E012201/00110","PRF-E0122/00110",100563,"BV Trading SA"
685,"OFF-E0122/00007","EEF-E012112/00327","PRF-E0121/00327","100269","CAN HYGIENE SPA","EEF-E012112/00327","PRF-E0121/00327",100269,"CAN HYGIENE"
686,"OFF-E0122/00008","EEF-E012112/00328","PRF-E0121/00328","100269","CAN HYGIENE SPA","EEF-E012112/00328","PRF-E0121/00328",100269,"CAN HYGIENE"
687,"OFF-E0122/00010","EEF-E012111/00314","PRF-E0121/00314","100501","Napco Consumer Products Co., ","EEF-E012111/00314","PRF-E0121/00314",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
688,"OFF-E0122/00012","EEF-E012112/00337","PRF-E0121/00337","100396","CEPRO SPA CELLULOSE PROCESSING","EEF-E012112/00337","PRF-E0121/00337",100396,"CEPRO"
689,"OFF-E0122/00009","EEF-E012111/00313","PRF-E0121/00313","100593","Active Medical Iberica, SL","EEF-E012111/00313","PRF-E0121/00313",100593,"Active Medical Iberica, SL"
690,"OFF-E0122/00013","EEF-E012111/00306","PRF-E0121/00306","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012111/00306","PRF-E0121/00306",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
691,"OFF-E0122/00014","EEF-E012111/00307","PRF-E0121/00307","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012111/00307","PRF-E0121/00307",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
692,"OFF-E0122/00015","EEF-E012112/00330","PRF-E0121/00330","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012112/00330","PRF-E0121/00330",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
693,"OFF-E0122/00017","EEF-E012111/00299","PRF-E0121/00299","100267","MEGA DISPOSABLES S.A.","EEF-E012111/00299","PRF-E0121/00299",100267,"MEGA DISPOSABLES S.A."
694,"OFF-E0121/00729","EEF-E012111/00299","PRF-E0121/00299","100267","MEGA DISPOSABLES S.A.","EEF-E012111/00299","PRF-E0121/00299",100267,"MEGA DISPOSABLES S.A."
695,"OFF-E0122/00019","EEF-E012104/00134","PRF-E0121/00134","100234","NOVATIS S.A.","EEF-E012104/00134","PRF-E0121/00134",100234,"Novatis"
697,"OFF-E0122/00022","EEF-E012201/00141","PRF-E0122/00141","100563","BV Trading SA","EEF-E012201/00141","PRF-E0122/00141",100563,"BV Trading SA"
698,"OFF-E0121/00750","EEF-E012104/00131","PRF-E0121/00131","100234","NOVATIS S.A.","EEF-E012104/00131","PRF-E0121/00131",100234,"Novatis"
699,"OFF-E0122/00011","EEF-E012104/00132","PRF-E0121/00132","100234","NOVATIS S.A.","EEF-E012104/00132","PRF-E0121/00132",100234,"Novatis"
701,"OFF-E0122/00019","EEF-E012104/00133","PRF-E0121/00133","100234","NOVATIS S.A.","EEF-E012104/00133","PRF-E0121/00133",100234,"Novatis"
702,"OFF-E0122/00016","EEF-E012103/00082","PRF-E0121/00082","100234","NOVATIS S.A.","EEF-E012103/00082","PRF-E0121/00082",100234,"Novatis"
703,"OFF-E0122/00021","EEF-E012103/00083","PRF-E0121/00083","100234","NOVATIS S.A.","EEF-E012103/00083","PRF-E0121/00083",100234,"Novatis"
704,"OFF-E0122/00020","EEF-E012104/00134","PRF-E0121/00134","100234","NOVATIS S.A.","EEF-E012104/00134","PRF-E0121/00134",100234,"Novatis"
712,"OFF-E0122/00025","EEF-E012201/00139","PRF-E0122/00139","100621","YONAN INTERNATIONAL FZE","EEF-E012201/00139","PRF-E0122/00139",100621,"YONAN INTERNATIONAL FZE"
713,"OFF-E0122/00024","EEF-E012201/00121","PRF-E0122/00121","100228","Société d'Articles Hygiéniques","EEF-E012201/00121","PRF-E0122/00121",100228,"SAH"
714,"OFF-E0122/00023","EEF-E012201/00121","PRF-E0122/00121","100228","Société d'Articles Hygiéniques","EEF-E012201/00121","PRF-E0122/00121",100228,"SAH"
715,"OFF-E0122/00026","EEF-E012112/00332","PRF-E0121/00332","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012112/00332","PRF-E0121/00332",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
716,"OFF-E0122/00028","EEF-E012201/00140","PRF-E0122/00140","100621","YONAN INTERNATIONAL FZE","EEF-E012201/00140","PRF-E0122/00140",100621,"YONAN INTERNATIONAL FZE"
717,"OFF-E0122/00029","EEF-E012112/00331","PRF-E0121/00331","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012112/00331","PRF-E0121/00331",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
718,"OFF-E0122/00030","EEF-E012112/00333","PRF-E0121/00333","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012112/00333","PRF-E0121/00333",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
719,"OFF-E0122/00031","EEF-E012201/00109","PRF-E0122/00109","100241","SANCELLA SA","EEF-E012201/00109","PRF-E0122/00109",100241,"SANCELLA SA"
720,"OFF-E0122/00032","EEF-E012201/00111","PRF-E0122/00111","100267","MEGA DISPOSABLES S.A.","EEF-E012201/00111","PRF-E0122/00111",100267,"MEGA DISPOSABLES S.A."
721,"OFF-E0122/00033","EEF-E012201/00112","PRF-E0122/00112","100267","MEGA DISPOSABLES S.A.","EEF-E012201/00112","PRF-E0122/00112",100267,"MEGA DISPOSABLES S.A."
722,"OFF-E0122/00027","EEF-E012104/00135","PRF-E0121/00135","100234","NOVATIS S.A.","EEF-E012104/00135","PRF-E0121/00135",100234,"Novatis"
723,"OFF-E0122/00034","EEF-E012104/00136","PRF-E0121/00136","100234","NOVATIS S.A.","EEF-E012104/00136","PRF-E0121/00136",100234,"Novatis"
724,"OFF-E0122/00035","EEF-E012112/00338","PRF-E0121/00338","100396","CEPRO SPA CELLULOSE PROCESSING","EEF-E012112/00338","PRF-E0121/00338",100396,"CEPRO"
725,"OFF-E0122/00036","EEF-E012201/00117","PRF-E0122/00117","100466","Drylock Technologies Ltd","EEF-E012201/00117","PRF-E0122/00117",100466,"Drylock Technologies Ltd"
726,"OFF-E0122/00038","EEF-E012201/00143","PRF-E0122/00143","100479","Drylock Technologies sro","EEF-E012201/00143","PRF-E0122/00143",100479,"Drylock Technologies sro"
727,"OFF-E0122/00039","EEF-E012103/00080","PRF-E0121/00080","100234","NOVATIS S.A.","EEF-E012103/00080","PRF-E0121/00080",100234,"Novatis"
728,"OFF-E0122/00037","EEF-E012103/00084","PRF-E0121/00084","100234","NOVATIS S.A.","EEF-E012103/00084","PRF-E0121/00084",100234,"Novatis"
729,"OFF-E0122/00040","EEF-E012112/00334","PRF-E0121/00334","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012112/00334","PRF-E0121/00334",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
730,"OFF-E0122/00041","EEF-E012201/00122","PRF-E0122/00122","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012201/00122","PRF-E0122/00122",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
731,"OFF-E0122/00042",NULL,NULL,NULL,NULL,"EEF-E012201/00142","PRF-E0122/00142",100516,"SANITA CONSUMER PRODUCTS S.A.E."
733,"OFF-E0122/00044","EEF-E012112/00329","PRF-E0121/00329","100428","Sanita S.A.L. ","EEF-E012112/00329","PRF-E0121/00329",100428,"Sanita S.A.L."
734,"OFF-E0122/00045","EEF-E012112/00339","PRF-E0121/00339","100501","Napco Consumer Products Co., ","EEF-E012112/00339","PRF-E0121/00339",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
737,"OFF-E0122/00046","EEF-E012103/00081","PRF-E0121/00081","100234","NOVATIS S.A.","EEF-E012103/00081","PRF-E0121/00081",100234,"Novatis"
738,"OFF-E0122/00047","EEF-E012103/00085","PRF-E0121/00085","100234","NOVATIS S.A.","EEF-E012103/00085","PRF-E0121/00085",100234,"Novatis"
739,"OFF-E0122/00050","EEF-E012202/00152","PRF-E0122/00152","100576","Intigena Produktion GmbH & Co. KG","EEF-E012202/00152","PRF-E0122/00152",100576,"Intigena Produktion GmbH & Co. KG"
740,"OFF-E0122/00051","EEF-E012202/00152","PRF-E0122/00152","100576","Intigena Produktion GmbH & Co. KG","EEF-E012202/00152","PRF-E0122/00152",100576,"Intigena Produktion GmbH & Co. KG"
741,"OFF-E0122/00052","EEF-E012202/00152","PRF-E0122/00152","100576","Intigena Produktion GmbH & Co. KG","EEF-E012202/00152","PRF-E0122/00152",100576,"Intigena Produktion GmbH & Co. KG"
742,"OFF-E0122/00053","EEF-E012202/00152","PRF-E0122/00152","100576","Intigena Produktion GmbH & Co. KG","EEF-E012202/00152","PRF-E0122/00152",100576,"Intigena Produktion GmbH & Co. KG"
743,"OFF-E0122/00048","EEF-E012103/00104","PRF-E0121/00104","100351","NORSUDEX DU GROUPE NOVATIS","EEF-E012103/00104","PRF-E0121/00104",100351,"NORSUDEX"
744,"OFF-E0122/00055","EEF-E012103/00105","PRF-E0121/00105","100351","NORSUDEX DU GROUPE NOVATIS","EEF-E012103/00105","PRF-E0121/00105",100351,"NORSUDEX"
745,"OFF-E0122/00054","EEF-E012103/00088","PRF-E0121/00088","100234","NOVATIS S.A.","EEF-E012103/00088","PRF-E0121/00088",100234,"Novatis"
746,"OFF-E0122/00056","EEF-E012112/00335","PRF-E0121/00335","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012112/00335","PRF-E0121/00335",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
747,"OFF-E0122/00058","EEF-E012201/00118","PRF-E0122/00118","100466","Drylock Technologies Ltd","EEF-E012201/00118","PRF-E0122/00118",100466,"Drylock Technologies Ltd"
748,"OFF-E0122/00059","EEF-E012201/00124","PRF-E0122/00124","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012201/00124","PRF-E0122/00124",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
749,"OFF-E0122/00060","EEF-E012201/00113","PRF-E0122/00113","100267","MEGA DISPOSABLES S.A.","EEF-E012201/00113","PRF-E0122/00113",100267,"MEGA DISPOSABLES S.A."
750,"OFF-E0122/00062","EEF-E012201/00114","PRF-E0122/00114","100267","MEGA DISPOSABLES S.A.","EEF-E012201/00114","PRF-E0122/00114",100267,"MEGA DISPOSABLES S.A."
751,"OFF-E0122/00063","EEF-E012201/00115","PRF-E0122/00115","100267","MEGA DISPOSABLES S.A.","EEF-E012201/00115","PRF-E0122/00115",100267,"MEGA DISPOSABLES S.A."
753,"OFF-E0122/00064","EEF-E012201/00123","PRF-E0122/00123","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012201/00123","PRF-E0122/00123",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
754,"OFF-E0122/00065","EEF-E012201/00136","PRF-E0122/00136","100269","CAN HYGIENE SPA","EEF-E012201/00136","PRF-E0122/00136",100269,"CAN HYGIENE"
755,"OFF-E0122/00061","EEF-E012201/00137","PRF-E0122/00137","100269","CAN HYGIENE SPA","EEF-E012201/00137","PRF-E0122/00137",100269,"CAN HYGIENE"
756,"OFF-E0122/00069","EEF-E012202/00148","PRF-E0122/00148","100621","YONAN INTERNATIONAL FZE","EEF-E012202/00148","PRF-E0122/00148",100621,"YONAN INTERNATIONAL FZE"
757,"OFF-E0122/00049","EEF-E012201/00138","PRF-E0122/00138","100269","CAN HYGIENE SPA","EEF-E012201/00138","PRF-E0122/00138",100269,"CAN HYGIENE"
758,"OFF-E0122/00066","EEF-E012103/00086","PRF-E0121/00086","100234","NOVATIS S.A.","EEF-E012103/00086","PRF-E0121/00086",100234,"Novatis"
759,"OFF-E0122/00067","EEF-E012103/00087","PRF-E0121/00087","100234","NOVATIS S.A.","EEF-E012103/00087","PRF-E0121/00087",100234,"Novatis"
760,"OFF-E0122/00064","EEF-E012201/00123","PRF-E0122/00123","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012201/00123","PRF-E0122/00123",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
761,"OFF-E0122/00068","EEF-E012202/00150","PRF-E0122/00150","100232","Abena Produktion A/S","EEF-E012202/00150","PRF-E0122/00150",100232,"ABENA"
762,"OFF-E0122/00073","EEF-E012201/00119","PRF-E0122/00119","100466","Drylock Technologies Ltd","EEF-E012201/00119","PRF-E0122/00119",100466,"Drylock Technologies Ltd"
763,"OFF-E0122/00074","EEF-E012201/00120","PRF-E0122/00120","100466","Drylock Technologies Ltd","EEF-E012201/00120","PRF-E0122/00120",100466,"Drylock Technologies Ltd"
767,"OFF-E0122/00076","EEF-E012202/00149","PRF-E0122/00149","100621","YONAN INTERNATIONAL FZE","EEF-E012202/00149","PRF-E0122/00149",100621,"YONAN INTERNATIONAL FZE"
768,"OFF-E0122/00075","EEF-E012103/00106","PRF-E0121/00106","100351","NORSUDEX DU GROUPE NOVATIS","EEF-E012103/00106","PRF-E0121/00106",100351,"NORSUDEX"
769,"OFF-E0122/00079","EEF-E012103/00107","PRF-E0121/00107","100351","NORSUDEX DU GROUPE NOVATIS","EEF-E012103/00107","PRF-E0121/00107",100351,"NORSUDEX"
770,"OFF-E0122/00082","EEF-E012103/00108","PRF-E0121/00108","100351","NORSUDEX DU GROUPE NOVATIS","EEF-E012103/00108","PRF-E0121/00108",100351,"NORSUDEX"
774,"OFF-E0122/00084","EEF-E012201/00145","PRF-E0122/00145","100381","SAI PHARMACEUTICALS KENYA LIMITED","EEF-E012201/00145","PRF-E0122/00145",100381,"SAI PHARMACEUTICALS KENYA LIMITED"
776,"OFF-E0122/00083","EEF-E012202/00151","PRF-E0122/00151","100338","Pozzani Disposables S.p.A.","EEF-E012202/00151","PRF-E0122/00151",100338,"Pozzani Disposables S.p.A."
779,"OFF-E0122/00087","EEF-E012201/00131","PRF-E0122/00131","100483","NANO S.A.R.L.","EEF-E012201/00131","PRF-E0122/00131",100483,"NANO"
780,"OFF-E0122/00085","EEF-E012201/00132","PRF-E0122/00132","100483","NANO S.A.R.L.","EEF-E012201/00132","PRF-E0122/00132",100483,"NANO"
783,"OFF-E0122/00091","EEF-E012201/00133","PRF-E0122/00133","100243","PESQUISUAVE, LDA","EEF-E012201/00133","PRF-E0122/00133",100243,"PESQUISUAVE, LDA"
784,"OFF-E0122/00094","EEF-E012201/00134","PRF-E0122/00134","100243","PESQUISUAVE, LDA","EEF-E012201/00134","PRF-E0122/00134",100243,"PESQUISUAVE, LDA"
785,"OFF-E0122/00092","EEF-E012201/00135","PRF-E0122/00135","100243","PESQUISUAVE, LDA","EEF-E012201/00135","PRF-E0122/00135",100243,"PESQUISUAVE, LDA"
786,"OFF-E0122/00093","EEF-E012201/00135","PRF-E0122/00135","100243","PESQUISUAVE, LDA","EEF-E012201/00135","PRF-E0122/00135",100243,"PESQUISUAVE, LDA"
788,"OFF-E0122/00071","EEF-E012202/00155","PRF-E0122/00155","100269","CAN HYGIENE SPA","EEF-E012202/00155","PRF-E0122/00155",100269,"CAN HYGIENE"
790,"OFF-E0122/00090","EEF-E012202/00153","PRF-E0122/00153","100269","CAN HYGIENE SPA","EEF-E012202/00153","PRF-E0122/00153",100269,"CAN HYGIENE"
791,"OFF-E0122/00071","EEF-E012202/00155","PRF-E0122/00155","100269","CAN HYGIENE SPA","EEF-E012202/00155","PRF-E0122/00155",100269,"CAN HYGIENE"
792,"OFF-E0122/00080","EEF-E012202/00154","PRF-E0122/00154","100269","CAN HYGIENE SPA","EEF-E012202/00154","PRF-E0122/00154",100269,"CAN HYGIENE"
793,"OFF-E0122/00095","EEF-E012202/00156","PRF-E0122/00156","100269","CAN HYGIENE SPA","EEF-E012202/00156","PRF-E0122/00156",100269,"CAN HYGIENE"
794,"OFF-E0122/00096","EEF-E012202/00159","PRF-E0122/00159","100269","CAN HYGIENE SPA","EEF-E012202/00159","PRF-E0122/00159",100269,"CAN HYGIENE"
795,"OFF-E0122/00104","EEF-E012103/00091","PRF-E0121/00091","100234","NOVATIS S.A.","EEF-E012103/00091","PRF-E0121/00091",100234,"Novatis"
797,"OFF-E0122/00117",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,"OFF-E0122/00089","EEF-E012202/00147","PRF-E0122/00147","100396","SPA CEPRO CELLULOSE PROCESSING","EEF-E012202/00147","PRF-E0122/00147",100396,"CEPRO"
802,"OFF-E0122/00077","EEF-E012103/00090","PRF-E0121/00090","100234","NOVATIS S.A.","EEF-E012103/00090","PRF-E0121/00090",100234,"Novatis"
803,"OFF-E0122/00072","EEF-E012103/00089","PRF-E0121/00089","100234","NOVATIS S.A.","EEF-E012103/00089","PRF-E0121/00089",100234,"Novatis"
804,"OFF-E0122/00104","EEF-E012103/00091","PRF-E0121/00091","100234","NOVATIS S.A.","EEF-E012103/00091","PRF-E0121/00091",100234,"Novatis"
805,"OFF-E0122/00101","EEF-E012103/00109","PRF-E0121/00109","100351","NORSUDEX DU GROUPE NOVATIS","EEF-E012103/00109","PRF-E0121/00109",100351,"NORSUDEX"
806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
807,"OFF-E0122/00118",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
811,"OFF-E0122/00103",NULL,NULL,NULL,NULL,"EEF-E012203/00194","PRF-E0122/00194",100563,"BV Trading SA"
812,"OFF-E0122/00088","EEF-E012201/00125","PRF-E0122/00125","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012201/00125","PRF-E0122/00125",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
813,"OFF-E0122/00106","EEF-E012201/00126","PRF-E0122/00126","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012201/00126","PRF-E0122/00126",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
814,"OFF-E0122/00086","EEF-E012201/00127","PRF-E0122/00127","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012201/00127","PRF-E0122/00127",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
815,"OFF-E0122/00108","EEF-E012201/00128","PRF-E0122/00128","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012201/00128","PRF-E0122/00128",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
816,"OFF-E0122/00097","EEF-E012201/00116","PRF-E0122/00116","100267","MEGA DISPOSABLES S.A.","EEF-E012201/00116","PRF-E0122/00116",100267,"MEGA DISPOSABLES S.A."
817,"OFF-E0122/00018","EEF-E012201/00116","PRF-E0122/00116","100267","MEGA DISPOSABLES S.A.","EEF-E012201/00116","PRF-E0122/00116",100267,"MEGA DISPOSABLES S.A."
819,"OFF-E0122/00111","EEF-E012201/00129","PRF-E0122/00129","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012201/00129","PRF-E0122/00129",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
820,"OFF-E0122/00110","EEF-E012201/00130","PRF-E0122/00130","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012201/00130","PRF-E0122/00130",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
821,"OFF-E0122/00101","EEF-E012103/00109","PRF-E0121/00109","100351","NORSUDEX DU GROUPE NOVATIS","EEF-E012103/00109","PRF-E0121/00109",100351,"NORSUDEX"
822,NULL,NULL,NULL,NULL,NULL,"EEF-E012203/00192","PRF-E0122/00192",100261,"EURL EL GHAZOU"
823,"OFF-E0122/00144","EEF-E012203/00193","PRF-E0122/00193","100261","EURL EL GHAZOU","EEF-E012203/00193","PRF-E0122/00193",100261,"EURL EL GHAZOU"
824,"OFF-E0122/00112","EEF-E012202/00166","PRF-E0122/00166","100396","CEPRO CELLULOSE PROCESSING SPA","EEF-E012202/00166","PRF-E0122/00166",100396,"CEPRO"
825,"OFF-E0122/00113","EEF-E012201/00025","PRF-E0122/00025","100234","NOVATIS S.A.","EEF-E012201/00025","PRF-E0122/00025",100234,"Novatis"
826,"OFF-E0122/00115","EEF-E012201/00026","PRF-E0122/00026","100234","NOVATIS S.A.","EEF-E012201/00026","PRF-E0122/00026",100234,"Novatis"
827,"OFF-E0122/00099","EEF-E012202/00158","PRF-E0122/00158","100269","CAN HYGIENE SPA","EEF-E012202/00158","PRF-E0122/00158",100269,"CAN HYGIENE"
828,"OFF-E0122/00070","EEF-E012202/00157","PRF-E0122/00157","100269","CAN HYGIENE SPA","EEF-E012202/00157","PRF-E0122/00157",100269,"CAN HYGIENE"
829,"OFF-E0122/00043","EEF-E012201/00144","PRF-E0122/00144","100501","Napco Consumer Products Co., ","EEF-E012201/00144","PRF-E0122/00144",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
